datetime,locomotive_id,Speed,primary_locomotive_speed
57:03.0,BNSF8409,0.00,0.00
57:04.0,BNSF8409,0.00,0.00
57:05.0,BNSF8409,0.00,0.00
57:06.0,BNSF8409,0.00,0.00
57:07.0,BNSF8409,0.00,0.00
57:08.0,BNSF8409,0.00,0.00
57:09.0,BNSF8409,0.00,0.00
57:10.0,BNSF8409,0.00,0.00
57:11.0,BNSF8409,0.00,0.00
57:12.0,BNSF8409,0.00,0.00
57:13.0,BNSF8409,0.00,0.00
57:14.0,BNSF8409,0.00,0.00
57:15.0,BNSF8409,0.00,0.00
57:16.0,BNSF8409,0.00,0.00
57:17.0,BNSF8409,0.00,0.00
57:18.0,BNSF8409,0.00,0.00
57:19.0,BNSF8409,0.00,0.00
57:20.0,BNSF8409,0.00,0.00
57:21.0,BNSF8409,0.00,0.00
57:22.0,BNSF8409,0.00,0.00
57:23.0,BNSF8409,0.00,0.00
57:24.0,BNSF8409,0.00,0.00
57:25.0,BNSF8409,0.00,0.00
57:26.0,BNSF8409,0.00,0.00
57:27.0,BNSF8409,0.00,0.00
57:28.0,BNSF8409,0.00,0.00
57:29.0,BNSF8409,0.00,0.00
57:30.0,BNSF8409,0.00,0.00
57:31.0,BNSF8409,0.00,0.00
57:32.0,BNSF8409,0.00,0.00
57:33.0,BNSF8409,0.00,0.00
57:34.0,BNSF8409,0.00,0.00
57:35.0,BNSF8409,0.00,0.00
57:36.0,BNSF8409,0.00,0.00
57:37.0,BNSF8409,0.00,0.00
57:38.0,BNSF8409,0.00,0.00
57:39.0,BNSF8409,0.00,0.00
57:40.0,BNSF8409,0.00,0.00
57:41.0,BNSF8409,0.00,0.00
57:42.0,BNSF8409,0.00,0.00
57:43.0,BNSF8409,0.00,0.00
57:44.0,BNSF8409,0.00,0.00
57:45.0,BNSF8409,0.00,0.00
57:46.0,BNSF8409,0.00,0.00
57:47.0,BNSF8409,0.00,0.00
57:48.0,BNSF8409,0.00,0.00
57:49.0,BNSF8409,0.00,0.00
57:50.0,BNSF8409,0.00,0.00
57:51.0,BNSF8409,0.00,0.00
57:52.0,BNSF8409,0.00,0.00
57:53.0,BNSF8409,0.00,0.00
57:54.0,BNSF8409,0.00,0.00
57:55.0,BNSF8409,0.00,0.00
57:56.0,BNSF8409,0.00,0.00
57:57.0,BNSF8409,0.00,0.00
57:58.0,BNSF8409,0.00,0.00
57:59.0,BNSF8409,0.00,0.00
58:00.0,BNSF8409,0.00,0.00
58:01.0,BNSF8409,0.00,0.00
58:02.0,BNSF8409,0.00,0.00
58:03.0,BNSF8409,0.00,0.00
58:04.0,BNSF8409,0.00,0.00
58:05.0,BNSF8409,0.00,0.00
58:06.0,BNSF8409,0.00,0.00
58:07.0,BNSF8409,0.00,0.00
58:08.0,BNSF8409,0.00,0.00
58:09.0,BNSF8409,0.00,0.00
58:10.0,BNSF8409,0.00,0.00
58:11.0,BNSF8409,0.00,0.00
58:12.0,BNSF8409,0.00,0.00
58:13.0,BNSF8409,0.00,0.00
58:14.0,BNSF8409,0.00,0.00
58:15.0,BNSF8409,0.00,0.00
58:16.0,BNSF8409,0.00,0.00
58:17.0,BNSF8409,0.00,0.00
58:18.0,BNSF8409,0.00,0.00
58:19.0,BNSF8409,0.00,0.00
58:20.0,BNSF8409,0.00,0.00
58:21.0,BNSF8409,0.00,0.00
58:22.0,BNSF8409,0.00,0.00
58:23.0,BNSF8409,0.00,0.00
58:24.0,BNSF8409,0.00,0.00
58:25.0,BNSF8409,0.00,0.00
58:26.0,BNSF8409,0.00,0.00
58:27.0,BNSF8409,0.00,0.00
58:28.0,BNSF8409,0.00,0.00
58:29.0,BNSF8409,0.00,0.00
58:30.0,BNSF8409,0.00,0.00
58:31.0,BNSF8409,0.00,0.00
58:32.0,BNSF8409,0.00,0.00
58:33.0,BNSF8409,0.00,0.00
58:34.0,BNSF8409,0.00,0.00
58:35.0,BNSF8409,0.00,0.00
58:36.0,BNSF8409,0.00,0.00
58:37.0,BNSF8409,0.00,0.00
58:38.0,BNSF8409,0.00,0.00
58:39.0,BNSF8409,0.00,0.00
58:40.0,BNSF8409,0.00,0.00
58:41.0,BNSF8409,0.00,0.00
58:42.0,BNSF8409,0.00,0.00
58:43.0,BNSF8409,0.00,0.00
58:44.0,BNSF8409,0.00,0.00
58:45.0,BNSF8409,0.00,0.00
58:46.0,BNSF8409,0.00,0.00
58:47.0,BNSF8409,0.00,0.00
58:48.0,BNSF8409,0.00,0.00
58:49.0,BNSF8409,0.00,0.00
58:50.0,BNSF8409,0.00,0.00
58:51.0,BNSF8409,0.00,0.00
58:52.0,BNSF8409,0.00,0.00
58:53.0,BNSF8409,0.00,0.00
06:13.0,BNSF8409,2.01,1.10
06:14.0,BNSF8409,2.01,1.15
06:15.0,BNSF8409,1.57,1.08
06:16.0,BNSF8409,1.57,1.04
06:17.0,BNSF8409,1.72,1.03
06:18.0,BNSF8409,1.57,1.12
06:19.0,BNSF8409,1.43,1.06
06:20.0,BNSF8409,1.43,0.83
06:21.0,BNSF8409,1.57,0.62
06:22.0,BNSF8409,1.57,0.46
06:23.0,BNSF8409,1.00,0.27
06:24.0,BNSF8409,0.86,0.10
06:25.0,BNSF8409,0.71,0.00
06:26.0,BNSF8409,0.51,0.00
06:27.0,BNSF8409,0.00,0.00
06:28.0,BNSF8409,0.00,0.00
06:29.0,BNSF8409,0.00,0.00
06:30.0,BNSF8409,0.00,0.00
06:31.0,BNSF8409,0.00,0.00
06:32.0,BNSF8409,0.00,0.00
06:33.0,BNSF8409,0.00,0.00
06:34.0,BNSF8409,0.00,0.00
06:35.0,BNSF8409,0.00,0.00
06:36.0,BNSF8409,0.00,0.00
06:37.0,BNSF8409,0.00,0.06
06:38.0,BNSF8409,0.00,0.22
06:39.0,BNSF8409,0.00,0.10
06:40.0,BNSF8409,0.00,0.01
06:41.0,BNSF8409,0.00,0.00
06:42.0,BNSF8409,0.00,0.00
06:43.0,BNSF8409,0.00,0.03
06:44.0,BNSF8409,0.00,0.00
06:45.0,BNSF8409,0.00,0.00
06:46.0,BNSF8409,0.00,0.00
06:47.0,BNSF8409,0.00,0.00
06:48.0,BNSF8409,0.00,0.00
06:49.0,BNSF8409,0.00,0.00
06:50.0,BNSF8409,0.00,0.00
06:51.0,BNSF8409,0.00,0.00
06:52.0,BNSF8409,0.00,0.00
06:53.0,BNSF8409,0.00,0.00
06:54.0,BNSF8409,0.00,0.00
06:55.0,BNSF8409,0.00,0.00
06:56.0,BNSF8409,0.00,0.00
06:57.0,BNSF8409,0.00,0.00
06:58.0,BNSF8409,0.00,0.00
06:59.0,BNSF8409,0.00,0.00
07:00.0,BNSF8409,0.00,0.00
07:01.0,BNSF8409,0.00,0.00
07:02.0,BNSF8409,0.00,0.00
07:03.0,BNSF8409,0.00,0.00
07:04.0,BNSF8409,0.00,0.00
07:05.0,BNSF8409,0.00,0.00
07:06.0,BNSF8409,0.00,0.00
07:07.0,BNSF8409,0.00,
07:08.0,BNSF8409,0.00,0.00
07:09.0,BNSF8409,0.00,0.00
07:10.0,BNSF8409,0.00,0.00
07:11.0,BNSF8409,0.00,0.00
07:12.0,BNSF8409,0.00,0.00
07:13.0,BNSF8409,0.00,0.00
07:14.0,BNSF8409,0.00,0.00
07:15.0,BNSF8409,0.00,0.00
07:16.0,BNSF8409,0.00,0.00
07:17.0,BNSF8409,0.00,0.00
07:18.0,BNSF8409,0.00,0.00
07:19.0,BNSF8409,0.00,0.00
07:20.0,BNSF8409,0.00,0.00
07:21.0,BNSF8409,0.00,0.00
07:22.0,BNSF8409,0.00,0.00
07:23.0,BNSF8409,0.00,0.00
07:24.0,BNSF8409,0.00,0.00
07:25.0,BNSF8409,0.00,0.00
07:26.0,BNSF8409,0.00,0.00
07:27.0,BNSF8409,0.00,0.00
07:28.0,BNSF8409,0.00,0.00
07:29.0,BNSF8409,0.00,0.00
07:30.0,BNSF8409,0.00,0.00
07:31.0,BNSF8409,0.00,0.00
07:32.0,BNSF8409,0.00,0.00
07:33.0,BNSF8409,0.00,0.00
07:34.0,BNSF8409,0.00,0.00
07:35.0,BNSF8409,0.00,0.00
07:36.0,BNSF8409,0.00,0.00
07:37.0,BNSF8409,0.00,0.00
07:38.0,BNSF8409,0.00,0.00
07:39.0,BNSF8409,0.00,0.00
07:40.0,BNSF8409,0.00,0.00
07:41.0,BNSF8409,0.00,0.00
07:42.0,BNSF8409,0.00,0.00
07:43.0,BNSF8409,0.00,0.00
07:44.0,BNSF8409,0.00,0.00
07:45.0,BNSF8409,0.00,0.00
07:46.0,BNSF8409,0.00,0.00
07:47.0,BNSF8409,0.00,0.00
07:48.0,BNSF8409,0.00,0.00
07:49.0,BNSF8409,0.00,0.00
07:50.0,BNSF8409,0.00,0.00
07:51.0,BNSF8409,0.00,0.00
07:52.0,BNSF8409,0.00,0.00
07:53.0,BNSF8409,0.00,0.00
07:54.0,BNSF8409,0.00,0.00
07:55.0,BNSF8409,0.00,0.00
07:56.0,BNSF8409,0.00,0.00
07:57.0,BNSF8409,0.00,0.00
07:58.0,BNSF8409,0.00,0.00
07:59.0,BNSF8409,0.00,0.00
08:00.0,BNSF8409,0.00,0.00
08:01.0,BNSF8409,0.00,0.00
08:02.0,BNSF8409,0.00,0.00
08:03.0,BNSF8409,0.00,0.00
08:04.0,BNSF8409,0.00,0.00
08:05.0,BNSF8409,0.00,0.00
08:06.0,BNSF8409,0.00,0.00
08:07.0,BNSF8409,0.00,0.00
08:08.0,BNSF8409,0.00,0.00
08:09.0,BNSF8409,0.00,0.00
08:10.0,BNSF8409,0.00,0.00
08:11.0,BNSF8409,0.00,0.00
08:12.0,BNSF8409,0.00,0.00
08:13.0,BNSF8409,0.00,0.00
08:14.0,BNSF8409,0.00,0.00
08:15.0,BNSF8409,0.00,0.00
08:16.0,BNSF8409,0.00,0.00
08:17.0,BNSF8409,0.00,0.00
08:18.0,BNSF8409,0.00,0.00
08:19.0,BNSF8409,0.00,0.00
08:20.0,BNSF8409,0.00,0.00
08:21.0,BNSF8409,0.00,0.00
08:22.0,BNSF8409,0.00,0.00
08:23.0,BNSF8409,0.00,0.00
08:24.0,BNSF8409,0.00,0.00
08:25.0,BNSF8409,0.00,0.00
08:26.0,BNSF8409,0.00,0.00
08:27.0,BNSF8409,0.00,0.00
08:28.0,BNSF8409,0.00,0.00
08:29.0,BNSF8409,0.00,0.00
08:30.0,BNSF8409,0.00,0.00
08:31.0,BNSF8409,0.00,0.00
08:32.0,BNSF8409,0.00,0.00
08:33.0,BNSF8409,0.00,0.00
08:34.0,BNSF8409,0.00,0.00
08:35.0,BNSF8409,0.00,0.00
08:36.0,BNSF8409,0.00,0.00
08:37.0,BNSF8409,0.00,0.00
08:38.0,BNSF8409,0.00,0.00
08:39.0,BNSF8409,0.00,0.00
08:40.0,BNSF8409,0.00,0.00
08:41.0,BNSF8409,0.00,0.00
08:42.0,BNSF8409,0.00,0.00
08:43.0,BNSF8409,0.00,0.00
08:44.0,BNSF8409,0.00,0.00
08:45.0,BNSF8409,0.00,0.00
08:46.0,BNSF8409,0.00,0.00
08:47.0,BNSF8409,0.00,0.00
08:48.0,BNSF8409,0.00,0.00
08:49.0,BNSF8409,0.00,0.00
08:50.0,BNSF8409,0.00,0.00
08:51.0,BNSF8409,0.00,0.00
08:52.0,BNSF8409,0.00,0.00
08:53.0,BNSF8409,0.00,0.00
08:54.0,BNSF8409,0.00,0.00
08:55.0,BNSF8409,0.00,0.00
08:56.0,BNSF8409,0.00,0.00
08:57.0,BNSF8409,0.00,0.00
08:58.0,BNSF8409,0.00,0.00
08:59.0,BNSF8409,0.00,0.00
09:00.0,BNSF8409,0.00,0.00
09:01.0,BNSF8409,0.00,0.00
09:02.0,BNSF8409,0.00,0.00
09:03.0,BNSF8409,0.00,0.00
09:04.0,BNSF8409,0.00,0.00
09:05.0,BNSF8409,0.00,0.00
09:06.0,BNSF8409,0.00,0.00
09:07.0,BNSF8409,0.00,0.00
09:08.0,BNSF8409,0.00,0.00
09:09.0,BNSF8409,0.00,0.00
09:10.0,BNSF8409,0.00,0.00
09:11.0,BNSF8409,0.00,0.00
09:12.0,BNSF8409,0.00,0.00
09:13.0,BNSF8409,0.00,0.00
09:14.0,BNSF8409,0.00,0.00
09:15.0,BNSF8409,0.00,0.00
09:16.0,BNSF8409,0.00,0.00
09:17.0,BNSF8409,0.00,0.00
09:18.0,BNSF8409,0.00,0.00
09:19.0,BNSF8409,0.00,0.00
09:20.0,BNSF8409,0.00,0.00
09:21.0,BNSF8409,0.00,0.00
09:22.0,BNSF8409,0.00,0.00
09:23.0,BNSF8409,0.00,0.00
09:24.0,BNSF8409,0.00,0.00
09:25.0,BNSF8409,0.00,0.00
09:26.0,BNSF8409,0.00,0.00
09:27.0,BNSF8409,0.00,0.00
09:28.0,BNSF8409,0.00,0.00
09:29.0,BNSF8409,0.00,0.00
09:30.0,BNSF8409,0.00,0.00
09:31.0,BNSF8409,0.00,0.00
09:32.0,BNSF8409,0.00,0.00
09:33.0,BNSF8409,0.00,0.00
09:34.0,BNSF8409,0.00,0.00
09:35.0,BNSF8409,0.00,0.03
09:36.0,BNSF8409,0.00,0.43
09:37.0,BNSF8409,0.00,0.87
09:38.0,BNSF8409,0.00,1.24
09:39.0,BNSF8409,1.29,1.40
09:40.0,BNSF8409,1.72,1.46
09:41.0,BNSF8409,2.01,1.51
09:42.0,BNSF8409,2.15,1.46
09:43.0,BNSF8409,2.15,1.50
09:44.0,BNSF8409,2.15,1.46
51:04.0,BNSF8409,0.00,0.00
51:05.0,BNSF8409,0.00,0.00
51:06.0,BNSF8409,0.00,0.00
51:07.0,BNSF8409,0.00,0.00
51:08.0,BNSF8409,0.00,0.00
51:09.0,BNSF8409,0.00,0.00
51:10.0,BNSF8409,0.00,0.00
51:11.0,BNSF8409,0.00,0.00
51:12.0,BNSF8409,0.00,0.00
51:13.0,BNSF8409,0.00,0.00
51:14.0,BNSF8409,0.00,0.00
51:15.0,BNSF8409,0.00,0.00
51:16.0,BNSF8409,0.00,0.00
51:17.0,BNSF8409,0.00,0.00
51:18.0,BNSF8409,0.00,0.00
51:19.0,BNSF8409,0.00,0.00
51:20.0,BNSF8409,0.00,0.00
51:21.0,BNSF8409,0.00,0.00
51:22.0,BNSF8409,0.00,0.00
51:23.0,BNSF8409,0.00,0.00
51:24.0,BNSF8409,0.00,0.00
51:25.0,BNSF8409,0.00,0.00
51:26.0,BNSF8409,0.00,0.00
51:27.0,BNSF8409,0.00,0.00
51:28.0,BNSF8409,0.00,0.00
51:29.0,BNSF8409,0.00,0.00
51:30.0,BNSF8409,0.00,0.00
51:31.0,BNSF8409,0.00,0.00
51:32.0,BNSF8409,0.00,0.00
51:33.0,BNSF8409,0.00,0.00
51:34.0,BNSF8409,0.00,0.00
51:35.0,BNSF8409,0.00,0.00
51:36.0,BNSF8409,0.00,0.00
51:37.0,BNSF8409,0.00,0.00
51:38.0,BNSF8409,0.00,0.00
51:39.0,BNSF8409,0.00,0.00
51:40.0,BNSF8409,0.00,0.00
51:41.0,BNSF8409,0.00,0.00
51:42.0,BNSF8409,0.00,0.00
51:43.0,BNSF8409,0.00,0.00
51:44.0,BNSF8409,0.00,0.00
51:45.0,BNSF8409,0.00,0.00
51:46.0,BNSF8409,0.00,0.00
51:47.0,BNSF8409,0.00,0.00
51:48.0,BNSF8409,0.00,0.00
51:49.0,BNSF8409,0.00,0.00
51:50.0,BNSF8409,0.00,0.00
51:51.0,BNSF8409,0.00,0.00
51:52.0,BNSF8409,0.00,0.00
51:53.0,BNSF8409,0.00,0.00
51:54.0,BNSF8409,0.00,0.00
51:55.0,BNSF8409,0.00,0.00
51:56.0,BNSF8409,0.00,0.00
51:57.0,BNSF8409,0.00,0.00
51:58.0,BNSF8409,0.00,0.00
51:59.0,BNSF8409,0.00,0.00
52:00.0,BNSF8409,0.00,0.00
52:01.0,BNSF8409,0.00,0.00
52:02.0,BNSF8409,0.00,0.00
52:03.0,BNSF8409,0.00,0.00
52:04.0,BNSF8409,0.00,0.00
52:05.0,BNSF8409,0.00,0.00
52:06.0,BNSF8409,0.00,0.00
52:07.0,BNSF8409,0.00,0.00
52:08.0,BNSF8409,0.00,0.00
52:09.0,BNSF8409,0.00,0.00
52:10.0,BNSF8409,0.00,0.00
52:11.0,BNSF8409,0.00,0.00
52:12.0,BNSF8409,0.00,0.00
52:13.0,BNSF8409,0.00,0.00
52:14.0,BNSF8409,0.00,0.00
52:15.0,BNSF8409,0.00,0.00
52:16.0,BNSF8409,0.00,0.00
52:17.0,BNSF8409,0.00,0.00
52:18.0,BNSF8409,0.00,0.00
52:19.0,BNSF8409,0.00,0.00
52:20.0,BNSF8409,0.00,0.00
52:21.0,BNSF8409,0.00,0.00
52:22.0,BNSF8409,0.00,0.00
52:23.0,BNSF8409,0.00,0.00
52:24.0,BNSF8409,0.00,0.00
52:25.0,BNSF8409,0.00,0.00
52:26.0,BNSF8409,0.00,0.00
52:27.0,BNSF8409,0.00,0.00
52:28.0,BNSF8409,0.00,0.00
52:29.0,BNSF8409,0.00,0.00
52:30.0,BNSF8409,0.00,0.00
52:31.0,BNSF8409,0.00,0.00
52:32.0,BNSF8409,0.00,0.00
52:33.0,BNSF8409,0.00,0.00
52:34.0,BNSF8409,0.00,0.00
52:35.0,BNSF8409,0.00,0.00
52:36.0,BNSF8409,0.00,0.00
52:37.0,BNSF8409,0.00,0.00
52:38.0,BNSF8409,0.00,0.00
52:39.0,BNSF8409,0.00,0.00
52:40.0,BNSF8409,0.00,0.00
52:41.0,BNSF8409,0.00,0.00
52:42.0,BNSF8409,0.00,0.00
52:43.0,BNSF8409,0.00,0.00
52:44.0,BNSF8409,0.00,0.00
52:45.0,BNSF8409,0.00,0.00
52:46.0,BNSF8409,0.00,0.00
52:47.0,BNSF8409,0.00,0.00
52:48.0,BNSF8409,0.00,0.00
52:49.0,BNSF8409,0.00,0.00
52:50.0,BNSF8409,0.00,0.00
52:51.0,BNSF8409,0.00,0.00
52:52.0,BNSF8409,0.00,0.00
52:53.0,BNSF8409,0.00,0.00
52:54.0,BNSF8409,0.00,0.00
52:55.0,BNSF8409,0.00,0.00
52:56.0,BNSF8409,0.00,0.00
52:57.0,BNSF8409,0.00,0.00
52:58.0,BNSF8409,0.00,0.00
52:59.0,BNSF8409,0.00,0.00
53:00.0,BNSF8409,0.00,0.00
53:01.0,BNSF8409,0.00,0.00
53:02.0,BNSF8409,0.00,0.00
53:03.0,BNSF8409,0.00,0.00
53:04.0,BNSF8409,0.00,0.00
53:05.0,BNSF8409,0.00,0.00
53:06.0,BNSF8409,0.00,0.00
53:07.0,BNSF8409,0.00,0.00
53:08.0,BNSF8409,0.00,0.00
53:09.0,BNSF8409,0.00,0.00
53:10.0,BNSF8409,0.00,0.00
53:11.0,BNSF8409,0.00,0.00
53:12.0,BNSF8409,0.00,0.00
53:13.0,BNSF8409,0.00,0.00
53:14.0,BNSF8409,0.00,0.00
53:15.0,BNSF8409,0.00,0.00
53:16.0,BNSF8409,0.00,0.00
53:17.0,BNSF8409,0.00,0.00
53:18.0,BNSF8409,0.00,0.00
53:19.0,BNSF8409,0.00,0.00
53:20.0,BNSF8409,0.00,0.00
53:21.0,BNSF8409,0.00,0.00
53:22.0,BNSF8409,0.00,0.00
53:23.0,BNSF8409,0.00,0.00
53:24.0,BNSF8409,0.00,0.00
53:25.0,BNSF8409,0.00,0.00
53:26.0,BNSF8409,0.00,0.00
53:27.0,BNSF8409,0.00,0.00
53:28.0,BNSF8409,0.00,0.00
53:29.0,BNSF8409,0.00,0.00
53:30.0,BNSF8409,0.00,0.00
53:31.0,BNSF8409,0.00,0.00
53:32.0,BNSF8409,0.00,0.00
53:33.0,BNSF8409,0.00,0.00
53:34.0,BNSF8409,0.00,0.00
53:35.0,BNSF8409,0.00,0.00
53:36.0,BNSF8409,0.00,0.00
53:37.0,BNSF8409,0.00,0.00
53:38.0,BNSF8409,0.00,0.00
53:39.0,BNSF8409,0.00,0.00
53:40.0,BNSF8409,0.00,0.00
53:41.0,BNSF8409,0.00,0.00
53:42.0,BNSF8409,0.00,0.00
53:43.0,BNSF8409,0.00,0.00
53:44.0,BNSF8409,0.00,0.00
53:45.0,BNSF8409,0.00,0.00
53:46.0,BNSF8409,0.00,0.00
53:47.0,BNSF8409,0.00,0.00
53:48.0,BNSF8409,0.00,0.00
53:49.0,BNSF8409,0.00,0.00
53:50.0,BNSF8409,0.00,0.00
53:51.0,BNSF8409,0.00,0.00
53:52.0,BNSF8409,0.00,0.00
53:53.0,BNSF8409,0.00,0.00
53:54.0,BNSF8409,0.00,0.00
53:55.0,BNSF8409,0.00,0.00
53:56.0,BNSF8409,0.00,0.00
53:57.0,BNSF8409,0.00,0.00
53:58.0,BNSF8409,0.00,0.00
53:59.0,BNSF8409,0.00,0.00
54:00.0,BNSF8409,0.00,0.00
54:01.0,BNSF8409,0.00,0.00
54:02.0,BNSF8409,0.00,0.00
54:03.0,BNSF8409,0.00,0.00
54:04.0,BNSF8409,0.00,0.00
54:05.0,BNSF8409,0.00,0.00
54:06.0,BNSF8409,0.00,0.00
54:07.0,BNSF8409,0.00,0.00
54:08.0,BNSF8409,0.00,0.00
54:09.0,BNSF8409,0.00,0.00
54:10.0,BNSF8409,0.00,0.00
54:11.0,BNSF8409,0.00,0.00
54:12.0,BNSF8409,0.00,0.00
54:13.0,BNSF8409,0.00,0.00
54:14.0,BNSF8409,0.00,0.00
54:15.0,BNSF8409,0.00,0.00
54:16.0,BNSF8409,0.00,0.00
54:17.0,BNSF8409,0.00,0.00
54:18.0,BNSF8409,0.00,0.00
54:19.0,BNSF8409,0.00,0.00
54:20.0,BNSF8409,0.00,0.00
54:21.0,BNSF8409,0.00,0.00
54:22.0,BNSF8409,0.00,0.00
54:23.0,BNSF8409,0.00,0.00
54:24.0,BNSF8409,0.00,0.00
54:25.0,BNSF8409,0.00,0.00
54:26.0,BNSF8409,0.00,0.00
54:27.0,BNSF8409,0.00,0.00
54:28.0,BNSF8409,0.00,0.00
54:29.0,BNSF8409,0.00,0.00
54:30.0,BNSF8409,0.00,0.00
54:31.0,BNSF8409,0.00,0.00
54:32.0,BNSF8409,0.00,0.00
54:33.0,BNSF8409,0.00,0.00
54:34.0,BNSF8409,0.00,
54:35.0,BNSF8409,0.00,
59:16.0,BNSF8409,0.00,0.00
59:17.0,BNSF8409,0.00,0.00
59:18.0,BNSF8409,0.00,0.00
59:19.0,BNSF8409,0.00,0.00
59:20.0,BNSF8409,0.00,0.00
59:21.0,BNSF8409,0.00,0.00
59:22.0,BNSF8409,0.00,0.00
59:23.0,BNSF8409,0.00,0.00
59:24.0,BNSF8409,0.00,0.00
59:25.0,BNSF8409,0.00,0.00
59:26.0,BNSF8409,0.00,0.00
59:27.0,BNSF8409,0.00,0.00
59:28.0,BNSF8409,0.00,0.00
59:29.0,BNSF8409,0.00,0.00
59:30.0,BNSF8409,0.00,0.00
59:31.0,BNSF8409,0.00,0.00
59:32.0,BNSF8409,0.00,0.00
59:33.0,BNSF8409,0.00,0.00
59:34.0,BNSF8409,0.00,0.00
59:35.0,BNSF8409,0.00,0.00
59:36.0,BNSF8409,0.00,0.00
59:37.0,BNSF8409,0.00,0.00
59:38.0,BNSF8409,0.00,0.00
59:39.0,BNSF8409,0.00,0.00
59:40.0,BNSF8409,0.00,0.00
59:41.0,BNSF8409,0.00,0.00
59:42.0,BNSF8409,0.00,0.00
59:43.0,BNSF8409,0.00,0.00
59:44.0,BNSF8409,0.00,0.00
59:45.0,BNSF8409,0.00,0.00
59:46.0,BNSF8409,0.00,0.00
59:47.0,BNSF8409,0.00,0.00
59:48.0,BNSF8409,0.00,0.00
59:49.0,BNSF8409,0.00,0.00
59:50.0,BNSF8409,0.00,0.00
59:51.0,BNSF8409,0.00,0.00
59:52.0,BNSF8409,0.00,0.00
59:53.0,BNSF8409,0.00,0.00
59:54.0,BNSF8409,0.00,0.00
59:55.0,BNSF8409,0.00,0.00
59:56.0,BNSF8409,0.00,0.00
59:57.0,BNSF8409,0.00,0.00
59:58.0,BNSF8409,0.00,0.00
59:59.0,BNSF8409,0.00,0.00
00:00.0,BNSF8409,0.00,0.00
00:01.0,BNSF8409,0.00,0.00
00:02.0,BNSF8409,0.00,0.00
00:03.0,BNSF8409,0.00,0.00
00:04.0,BNSF8409,0.00,0.00
00:05.0,BNSF8409,0.00,0.00
00:06.0,BNSF8409,0.00,0.00
00:07.0,BNSF8409,0.00,0.00
00:08.0,BNSF8409,0.00,0.00
00:09.0,BNSF8409,0.00,0.00
00:10.0,BNSF8409,0.00,0.00
00:11.0,BNSF8409,0.00,0.00
00:12.0,BNSF8409,0.00,0.00
00:13.0,BNSF8409,0.00,0.00
00:14.0,BNSF8409,0.00,0.00
00:15.0,BNSF8409,0.00,0.00
00:16.0,BNSF8409,0.00,0.00
00:17.0,BNSF8409,0.00,0.00
00:18.0,BNSF8409,0.00,0.00
00:19.0,BNSF8409,0.00,0.00
00:20.0,BNSF8409,0.00,0.00
00:21.0,BNSF8409,0.00,0.00
00:22.0,BNSF8409,0.00,0.00
00:23.0,BNSF8409,0.00,0.00
00:24.0,BNSF8409,0.00,0.00
00:25.0,BNSF8409,0.00,0.00
00:26.0,BNSF8409,0.00,0.00
00:27.0,BNSF8409,0.00,0.00
00:28.0,BNSF8409,0.00,0.00
00:29.0,BNSF8409,0.00,0.00
00:30.0,BNSF8409,0.00,0.00
00:31.0,BNSF8409,0.00,0.00
00:32.0,BNSF8409,0.00,0.00
00:33.0,BNSF8409,0.00,0.00
00:34.0,BNSF8409,0.00,0.00
00:35.0,BNSF8409,0.00,0.00
00:36.0,BNSF8409,0.00,0.00
00:37.0,BNSF8409,0.00,0.00
00:38.0,BNSF8409,0.00,0.00
00:39.0,BNSF8409,0.00,0.00
00:40.0,BNSF8409,0.00,0.00
00:41.0,BNSF8409,0.00,0.00
00:42.0,BNSF8409,0.00,0.00
00:43.0,BNSF8409,0.00,0.00
00:44.0,BNSF8409,0.00,0.00
00:45.0,BNSF8409,0.00,0.00
00:46.0,BNSF8409,0.00,0.00
00:47.0,BNSF8409,0.00,0.00
00:48.0,BNSF8409,0.00,0.00
00:49.0,BNSF8409,0.00,0.00
00:50.0,BNSF8409,0.00,0.00
00:51.0,BNSF8409,0.00,0.00
00:52.0,BNSF8409,0.00,0.00
00:53.0,BNSF8409,0.00,0.00
00:54.0,BNSF8409,0.00,0.00
00:55.0,BNSF8409,0.00,0.00
00:56.0,BNSF8409,0.00,0.00
00:57.0,BNSF8409,0.00,0.00
00:58.0,BNSF8409,0.00,0.00
00:59.0,BNSF8409,0.00,0.00
01:00.0,BNSF8409,0.00,0.00
01:01.0,BNSF8409,0.00,0.00
01:02.0,BNSF8409,0.00,0.00
01:03.0,BNSF8409,0.00,0.00
01:04.0,BNSF8409,0.00,0.00
01:05.0,BNSF8409,0.00,0.00
01:06.0,BNSF8409,0.00,0.00
01:07.0,BNSF8409,0.00,0.00
01:08.0,BNSF8409,0.00,0.00
01:09.0,BNSF8409,0.00,0.00
01:10.0,BNSF8409,0.00,0.00
01:11.0,BNSF8409,0.00,0.00
01:12.0,BNSF8409,0.00,0.00
01:13.0,BNSF8409,0.00,0.00
01:14.0,BNSF8409,0.00,0.00
01:15.0,BNSF8409,0.00,0.00
01:16.0,BNSF8409,0.00,
01:17.0,BNSF8409,0.00,0.00
01:18.0,BNSF8409,0.00,0.00
01:19.0,BNSF8409,0.00,0.00
01:20.0,BNSF8409,0.00,0.00
01:21.0,BNSF8409,0.00,0.00
01:22.0,BNSF8409,0.00,0.00
01:23.0,BNSF8409,0.00,0.00
01:24.0,BNSF8409,0.00,0.00
01:25.0,BNSF8409,0.00,0.00
01:26.0,BNSF8409,0.00,0.00
